namaresto,cuisines,namatype,ratescore,ratetext,cost,lokasi
 99 Chinese Food  Sea Food, Chinese, Street Vendor,36, Good,40000,Jakarta Pusat
 SASAYA Japanese BBQ, Grill, Street Vendor,38, Good,150000,Jakarta Pusat
 Restaurant Kalimantan, Chinese, Street Vendor,36, Good,160000,Jakarta Pusat
 Sate Sabang Pak Heri, Satay, Street Vendor,27, Average,50000,Jakarta Pusat
 Warung Sate Pak Rahmat, Satay, Street Vendor,37, Good,60000,Jakarta Pusat
 Sinar Garut Insan Putra Pak H Ucu, Desserts, Street Vendor,37, Good,50000,Jakarta Pusat
 Bubur Ayam H Jewo, Street Food, Street Vendor,37, Good,50000,Jakarta Pusat
 Nasi Goreng Gila Ok, Street Food, Street Vendor,34, Biasa,30000,Jakarta Pusat
 Seafood Berkat, Chinese, Street Vendor,35, Good,80000,Jakarta Pusat
 Seafood Faisal 1, Seafood, Street Vendor,36, Good,150000,Jakarta Pusat
 Chinese Food  Seafood Garden, Chinese, Street Vendor,33, Average,100000,Jakarta Pusat
 Sate Taichan Carbo, Satay, Street Vendor,33, Average,60000,Jakarta Pusat
 Sop Tiga Saudara, Jawa, Street Vendor,34, Average,65000,Jakarta Pusat
 Choipan Goreng Pontianak, Kalimantan, Street Vendor,35, Good,30000,Jakarta Pusat
 Nasi Uduk Sri Rostika, Betawi, Street Vendor,31, Average,100000,Jakarta Pusat
 Pinokio Asli, Chinese, Street Vendor,34, Average,100000,Jakarta Pusat
 Tongseng Sate Kambing Pak Agus, Indonesian, Street Vendor,33, Average,40000,Jakarta Pusat
 Bakso Pak Roso Murtado, Bakso, Street Vendor,33, Average,70000,Jakarta Pusat
 Chinese Food  Sea Food 36, Chinese, Street Vendor,30, Average,80000,Jakarta Pusat
 Sate Taichan 24, Satay, Street Vendor,32, Average,70000,Jakarta Pusat
 Happy 17, Indonesian, Street Vendor,29, Average,60000,Jakarta Pusat
 Pengabdi Kopi, Beverages, Street Vendor,0, Not rated,50000,Jakarta Pusat
 Ropita, Desserts, Street Vendor,31, Average,40000,Jakarta Pusat
 Sate Padang Minang Saiyo, Satay, Street Vendor,30, Average,35000,Jakarta Pusat
 Mie Bakso Wonogiri, Bakso, Street Vendor,32, Average,35000,Jakarta Pusat
 Buah Segar  Rujak Suratno, Street Food, Street Vendor,33, Average,20000,Jakarta Pusat
 Siomay Menteng SK, Street Food, Street Vendor,0, Not rated,25000,Jakarta Pusat
 Ayam Gepuk Sambal Bawang Pak Gembus, Jawa, Street Vendor,0, Not rated,65000,Jakarta Pusat
 Martabak Ningrat, Martabak, Street Vendor,0, Not rated,80000,Jakarta Pusat
 Soto Tangkar  Sop Iga Bening One Monas, Soto, Street Vendor,0, Not rated,40000,Jakarta Pusat
 Batagor Bandung, Street Food, Street Vendor,0, Not rated,25000,Jakarta Pusat
 Bakmi Tasik, Bakmi, Street Vendor,33, Average,80000,Jakarta Timur
 Sop SumSum Kambing Pak Bustaman, Indonesian, Street Vendor,37, Good,60000,Jakarta Timur
 Mie Ayam Bang Boy, Bakmi, Street Vendor,37, Good,100000,Jakarta Timur
 Roti Kukus dan Bakar Kuro Kuro, Desserts, Street Vendor,34, Average,60000,Jakarta Timur
 Pempek Sepuluh Ulu ASA, Palembang, Street Vendor,34, Average,90000,Jakarta Timur
 Sop Kaki Kambing Tiga Saudara, Indonesian, Street Vendor,33, Average,40000,Jakarta Timur
 Bakso Rudal Asli Karang Anyar Solo, Bakso, Street Vendor,32, Average,50000,Jakarta Timur
 Warung Tahu Campur Cak Jamal, Jawa, Street Vendor,34, Average,60000,Jakarta Timur
 Bakso Gendut, Bakso, Street Vendor,33, Average,30000,Jakarta Timur
 Pecel Lele H Rantam, Indonesian, Street Vendor,32, Average,40000,Jakarta Timur
 Angkringan JASMERAH, Yogyakarta, Street Vendor,32, Average,70000,Jakarta Timur
 Rest  88 Pulomas, Jawa, Street Vendor,0, Not rated,40000,Jakarta Timur
 Bakso Selera, Indonesian, Street Vendor,32, Average,30000,Jakarta Timur
 Warung Ketoprak, Indonesian, Street Vendor,31, Average,30000,Jakarta Timur
 Risoles Meleleh, Street Food, Street Vendor,0, Not rated,50000,Jakarta Timur
 Sate Madura Haji Amir, Satay, Street Vendor,0, Not rated,60000,Jakarta Timur
 Kantin Doel, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Timur
 Sentra Lapis Talas, Snacks, Street Vendor,0, Not rated,40000,Jakarta Timur
 Sambal Setan Lambe Turah, Jawa, Street Vendor,0, Not rated,50000,Jakarta Timur
 Sinar Garut Tembong Rasa, Indonesian, Street Vendor,0, Not rated,30000,Jakarta Timur
 Kantin Babeh, Manado, Street Vendor,0, Not rated,40000,Jakarta Timur
 Sate Taichan Ahaii, Satay, Street Vendor,0, Not rated,80000,Jakarta Timur
 Lani Resto, Japanese, Street Vendor,0, Not rated,30000,Jakarta Timur
 Sedap Malam, Indonesian, Street Vendor,0, Not rated,30000,Jakarta Timur
 Kantin Chinese Food 29, Chinese, Street Vendor,0, Not rated,40000,Jakarta Timur
 Roti  Pisang Panggang 48, Street Food, Street Vendor,0, Not rated,30000,Jakarta Timur
 Pariaman Jaya, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Timur
 Ayam Bakar Ciung Bu Rosidah, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Timur
 Nasi Goreng Ortega, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Timur
 Caffe Boim, Juices, Street Vendor,0, Not rated,30000,Jakarta Timur
 Sate Ayam Batika, Satay, Street Vendor,0, Not rated,30000,Jakarta Timur
 Kantin Ibu Ika, Beverages, Street Vendor,0, Not rated,20000,Jakarta Timur
 Bakso Selera, Bakso, Street Vendor,0, Not rated,35000,Jakarta Timur
 Cahaya Juice, Beverages, Street Vendor,0, Not rated,20000,Jakarta Timur
 Nasi Goreng Losari, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Timur
 Angkringan Boy, Satay, Street Vendor,42, Very Good,50000,Jakarta Utara
 Tanpopo Jakarta, Japanese, Street Vendor,39, Good,80000,Jakarta Utara
 Lum Dee Thai BBQ, Thai, Street Vendor,37, Good,100000,Jakarta Utara
 Nasi Goreng Gila Gondrong 81, Indonesian, Street Vendor,33, Average,60000,Jakarta Utara
 Kedai Kopi  Teh Tarik Kawan Lama, Street Food, Street Vendor,32, Average,70000,Jakarta Utara
 Seafood Tiga Dara Kelapa Gading, Seafood, Street Vendor,33, Average,120000,Jakarta Utara
 Mie Bangka Mobil, Street Food, Street Vendor,32, Average,70000,Jakarta Utara
 Pisang Goreng Afong, Street Food, Street Vendor,0, Not rated,60000,Jakarta Utara
 Songsui Laoban, Chinese, Street Vendor,0, Not rated,80000,Jakarta Utara
 Seblak Dower, Street Food, Street Vendor,0, Not rated,40000,Jakarta Utara
 Bakso Takeshi, Bakso, Street Vendor,0, Not rated,40000,Jakarta Utara
 Sate Deejay, Satay, Street Vendor,0, Not rated,60000,Jakarta Utara
 Bakso Urat Zainudin, Bakso, Street Vendor,0, Not rated,40000,Jakarta Utara
 Tanpopo Jakarta, Japanese, Street Vendor,41, Very Good,80000,Jakarta Selatan
 Bubur Ayam Barito, Jawa, Street Vendor,44, Very Good,60000,Jakarta Selatan
 Sate Padang Ajo Ramon, Satay, Street Vendor,43, Very Good,80000,Jakarta Selatan
 Nasi Goreng Kebuli Apjay, Arabian, Street Vendor,42, Very Good,70000,Jakarta Selatan
 Sate Ayam Kambing RSPP, Satay, Street Vendor,41, Very Good,80000,Jakarta Selatan
 Dapoer Roti Bakar, Coffee, Street Vendor,36, Good,70000,Jakarta Selatan
 Gulai Tikungan Blok M, Street Food, Street Vendor,41, Very Good,50000,Jakarta Selatan
 Burger Bakar Qebul, Burger, Street Vendor,43, Very Good,50000,Jakarta Selatan
 Sate Padang Ajo Ramon, Satay, Street Vendor,42, Very Good,80000,Jakarta Selatan
 Ayam Geprek Wong Sugih, Indonesian, Street Vendor,39, Good,60000,Jakarta Selatan
 Sate Taichan 87 Bang Ocit, Satay, Street Vendor,38, Good,60000,Jakarta Selatan
 Sate Apjay, Satay, Street Vendor,41, Very Good,80000,Jakarta Selatan
 Nasi Goreng Ijo Thole, Street Food, Street Vendor,39, Good,50000,Jakarta Selatan
 Radio Dalam Diner, Street Food, Street Vendor,36, Good,160000,Jakarta Selatan
 Bakmi Jhon, Bakmi, Street Vendor,39, Good,80000,Jakarta Selatan
 Nasi Goreng Warung Bhakti, Jawa, Street Vendor,37, Good,60000,Jakarta Selatan
 Sate Sambas Panglima Polim, Satay, Street Vendor,41, Very Good,70000,Jakarta Selatan
 Sop Kaki Kambing Bang Anen, Indonesian, Street Vendor,39, Good,150000,Jakarta Selatan
 Sop Kaki Kambing Kedai Estu Rame, Indonesian, Street Vendor,38, Good,80000,Jakarta Selatan
 Gule Daul, Indonesian, Street Vendor,37, Good,70000,Jakarta Selatan
 Oppai Yakitori, Satay, Street Vendor,25, Average,50000,Jakarta Selatan
 Warung Bu Vesti Barito, Indonesian, Street Vendor,40, Very Good,70000,Jakarta Selatan
 Nasi Goreng Kebuli Bombom, Arabian, Street Vendor,38, Good,80000,Jakarta Selatan
 Warung Boma Nasi Pecel Pincuk, Jawa, Street Vendor,37, Good,50000,Jakarta Selatan
 Republic Nasi Goreng, Indonesian, Street Vendor,34, Average,70000,Jakarta Selatan
 Tahu Gejrot Bang Jack, Street Food, Street Vendor,38, Good,40000,Jakarta Selatan
 Soto Jakarta Bang Madun, Betawi, Street Vendor,38, Good,80000,Jakarta Selatan
 Nasi Goreng Kebuli Apjay, Arabian, Street Vendor,38, Good,70000,Jakarta Selatan
 Soto  Sop Betawi H Asmawi, Soto, Street Vendor,33, Average,80000,Jakarta Selatan
 Nasi Ulam  Nasi Uduk Ibu Yoyo, Betawi, Street Vendor,38, Good,70000,Jakarta Selatan
 Bubur Ayam Senopati, Street Food, Street Vendor,37, Good,30000,Jakarta Selatan
 Bakmi Pendi Kerinci, Bakso, Street Vendor,37, Good,40000,Jakarta Selatan
 Sate Taichan Bang Ipan, Satay, Street Vendor,36, Good,80000,Jakarta Selatan
 Soto  Sop Kaki Sapi H Agus, Soto, Street Vendor,38, Good,80000,Jakarta Selatan
 Sate Taichan Bang Amir, Satay, Street Vendor,28, Average,60000,Jakarta Selatan
 Sambal Setan Lambe Turah, Jawa, Street Vendor,35, Good,50000,Jakarta Selatan
 Bubur Ayam Monas, Indonesian, Street Vendor,37, Good,60000,Jakarta Selatan
 Dapoer Roti Bakar, Coffee, Street Vendor,32, Average,70000,Jakarta Selatan
 Sate Ayam Kambing RSPP, Satay, Street Vendor,35, Good,80000,Jakarta Selatan
 Pecel Lele Permata Mubarok, Indonesian, Street Vendor,40, Very Good,50000,Jakarta Barat
 Bubur Ayam Alfa, Indonesian, Street Vendor,42, Very Good,60000,Jakarta Barat
 ShanTung 77 Kuo Tie Sui Kiaw, Chinese, Street Vendor,43, Very Good,50000,Jakarta Barat
 Makaroni Ngehe, Street Food, Street Vendor,35, Good,20000,Jakarta Barat
 Ayam Gepuk Sambal Bawang Pak Gembus, Jawa, Street Vendor,35, Good,65000,Jakarta Barat
 Rujak Shanghai Encim, Street Food, Street Vendor,38, Good,80000,Jakarta Barat
 Bakmi Boy, Bakmi, Street Vendor,37, Good,60000,Jakarta Barat
 Fantasi Ronde, Street Food, Street Vendor,35, Good,50000,Jakarta Barat
 Sate dan Soto Haji Umar, Satay, Street Vendor,37, Good,60000,Jakarta Barat
 Sudi Mampir Sop Kaki Kambing, Satay, Street Vendor,33, Average,40000,Jakarta Barat
 Soto Ambengan Cak Jito, Soto, Street Vendor,37, Good,100000,Jakarta Barat
 Oppai Yakitori, Satay, Street Vendor,31, Average,50000,Jakarta Barat
 Nasi Uduk dan Seafood Pak Saroni, Indonesian, Street Vendor,30, Average,50000,Jakarta Barat
 Nasi Goreng Pak Bejo, Street Food, Street Vendor,34, Average,70000,Jakarta Barat
 Satay Terrorist, Satay, Street Vendor,0, Not rated,50000,Jakarta Barat
 Taichan Si Ganteng, Satay, Street Vendor,27, Average,70000,Jakarta Barat
 Mie Ayam Bakso Pendy, Bakso, Street Vendor,30, Average,60000,Jakarta Barat
 Masakan Bangka 15, Bangka, Street Vendor,0, Not rated,40000,Jakarta Barat
 Warung Sate Pak M Ali, Satay, Street Vendor,0, Not rated,50000,Jakarta Barat
 Chinese Food Depot Remaja, Chinese, Street Vendor,0, Not rated,40000,Jakarta Barat
 Bakmi Petak Sembilan Seng Peng, Bakmi, Street Vendor,0, Not rated,50000,Jakarta Barat
 Ayam Penyet Bandung, Sunda, Street Vendor,0, Not rated,40000,Jakarta Barat
 Bubur Pandan Sari, Street Food, Street Vendor,0, Not rated,35000,Jakarta Barat
 Kedai Aneka Sari Pak Haji Diding, Betawi, Street Vendor,0, Not rated,40000,Jakarta Barat
 Oinkringan, Indonesian, Street Vendor,0, Not rated,60000,Jakarta Barat
 Ketoprak 77 Kawan Lama, Betawi, Street Vendor,0, Not rated,40000,Jakarta Barat
 Soto Mie Bogor Kawan Lama, Soto, Street Vendor,0, Not rated,40000,Jakarta Barat
 Soto Kaki  Sop Iga Sapi, Soto, Street Vendor,0, Not rated,100000,Jakarta Barat
 Nasi Goreng AA Kebon Jeruk, Street Food, Street Vendor,0, Not rated,60000,Jakarta Barat
 Siomay Ikan Spesial, Street Food, Street Vendor,0, Not rated,40000,Jakarta Barat
 Nasi Campur Sate Babi Daniel, Chinese, Street Vendor,0, Not rated,120000,Jakarta Barat
 Pecel Ayam  Pecel Lele, Indonesian, Street Vendor,0, Not rated,50000,Jakarta Barat
 Bubur Moga Bubur Ayam, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Barat
 Everyday Dimsum, Chinese, Street Vendor,0, Not rated,40000,Jakarta Barat
 Es Buah Kawan Lama, Desserts, Street Vendor,0, Not rated,30000,Jakarta Barat
 Soto dan Sate Lamongan Pasar Puri, Soto, Street Vendor,0, Not rated,50000,Jakarta Barat
 Es 2 Tang Nabilla, Beverages, Street Vendor,0, Not rated,20000,Jakarta Barat
 Gado Gado Lontong, Indonesian, Street Vendor,0, Not rated,50000,Jakarta Barat
 Bakso Malang, Bakso, Street Vendor,0, Not rated,50000,Jakarta Barat
 GadoGado Pak Jaya, Indonesian, Street Vendor,0, Not rated,40000,Jakarta Utara
 Nasi Goreng Muncul Malam, Street Food, Street Vendor,39, Good,50000,Jakarta Selatan
 Sop Kaki Kambing Pak Djamhur, Indonesian, Street Vendor,0, Not rated,70000,Jakarta Barat
